Player Hand,Dealer Card,Claude Choice,Gemini Choice,GPT Choice
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""A""]",6,double,double down,double down
"[""7"", ""A""]",6,double,double down,double down
"[""7"", ""A""]",6,double,double down,double down
"[""7"", ""A""]",6,double,double down,double down
"[""7"", ""A""]",6,double,double down,double down
"[""7"", ""A""]",6,double,double down,double down
"[""7"", ""A""]",6,double,double down,double down
"[""7"", ""A""]",6,double,double down,double down
"[""7"", ""A""]",6,double,double down,double down
"[""7"", ""A""]",6,double,double down,double down
"[""7"", ""A""]",6,double,double down,double down
"[""7"", ""A""]",6,double,double down,double down
"[""K"", ""4""]",10,hit,hit,hit
"[""K"", ""4""]",10,hit,hit,hit
"[""K"", ""4""]",10,hit,hit,hit
"[""K"", ""4""]",10,hit,hit,hit
"[""K"", ""4""]",10,hit,hit,hit
"[""K"", ""4""]",10,hit,hit,hit
"[""K"", ""4""]",10,hit,hit,hit
"[""K"", ""4""]",10,hit,hit,hit
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""J"", ""6""]",3,hit,double down,stand
"[""3"", ""8""]",J,hit,hit,double down
"[""3"", ""8""]",J,hit,hit,double down
"[""3"", ""8""]",J,hit,hit,double down
"[""3"", ""8""]",J,hit,hit,double down
"[""9"", ""7""]",9,hit,hit,surrender
"[""9"", ""7""]",9,hit,hit,surrender
"[""9"", ""7""]",9,hit,hit,surrender
"[""9"", ""7""]",9,hit,hit,surrender
"[""9"", ""7""]",9,hit,hit,surrender
"[""9"", ""7""]",9,hit,hit,surrender
"[""9"", ""7""]",9,hit,hit,surrender
"[""9"", ""7""]",9,hit,hit,surrender
"[""9"", ""7""]",9,hit,stand,surrender
"[""9"", ""7""]",9,hit,stand,surrender
"[""9"", ""7""]",9,hit,stand,surrender
"[""9"", ""7""]",9,hit,stand,surrender
"[""4"", ""A""]",8,hit,double down,hit
"[""4"", ""A""]",8,hit,double down,hit
"[""4"", ""A""]",8,hit,double down,hit
"[""4"", ""A""]",8,hit,double down,hit
"[""4"", ""A""]",8,hit,double down,hit
"[""4"", ""A""]",8,hit,double down,hit
"[""K"", ""K""]",4,stand,split,stand
"[""K"", ""K""]",4,stand,split,stand
"[""K"", ""K""]",4,stand,split,stand
"[""K"", ""K""]",4,stand,split,stand
"[""K"", ""K""]",4,stand,split,stand
"[""5"", ""3""]",8,hit,hit,hit
"[""5"", ""3""]",8,hit,hit,hit
"[""5"", ""3""]",8,hit,hit,hit
"[""5"", ""3""]",8,hit,hit,hit
"[""5"", ""3""]",8,hit,hit,hit
"[""5"", ""3""]",8,hit,hit,hit
"[""5"", ""3""]",8,hit,hit,hit
"[""A"", ""8""]",K,stand,stand,stand
"[""A"", ""8""]",K,stand,stand,stand
"[""A"", ""8""]",K,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""10"", ""9""]",10,stand,stand,stand
"[""Q"", ""3""]",8,hit,hit,hit
"[""Q"", ""3""]",8,hit,hit,hit
"[""Q"", ""3""]",8,hit,hit,hit
"[""Q"", ""3""]",8,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""2"", ""5""]",J,hit,hit,hit
"[""6"", ""Q""]",9,hit,double down,surrender
"[""6"", ""Q""]",9,hit,double down,surrender
"[""6"", ""Q""]",9,hit,double down,surrender
"[""6"", ""Q""]",9,hit,double down,surrender
"[""6"", ""Q""]",9,hit,double down,surrender
"[""6"", ""Q""]",9,hit,double down,surrender
"[""A"", ""10""]",5,stand,stand,stand
"[""A"", ""10""]",5,stand,stand,stand
"[""A"", ""10""]",5,stand,stand,stand
"[""A"", ""10""]",5,stand,stand,stand
"[""A"", ""10""]",5,stand,stand,stand
"[""A"", ""10""]",5,stand,stand,stand
"[""A"", ""10""]",5,stand,stand,stand
"[""9"", ""J""]",5,stand,double down,stand
"[""9"", ""J""]",5,stand,double down,stand
"[""9"", ""J""]",5,stand,double down,stand
"[""9"", ""J""]",5,stand,double down,stand
"[""9"", ""J""]",5,stand,double down,stand
"[""4"", ""J""]",K,hit,hit,hit
"[""4"", ""J""]",K,hit,hit,hit
"[""5"", ""J""]",5,hit,double down,stand
"[""4"", ""9""]",A,hit,double down,hit
"[""4"", ""9""]",A,hit,double down,surrender
"[""4"", ""9""]",A,hit,double down,hit
"[""4"", ""9""]",A,hit,double down,surrender
"[""4"", ""9""]",A,hit,double down,hit
"[""4"", ""9""]",A,hit,double down,surrender
"[""4"", ""9""]",A,hit,double down,hit
"[""4"", ""9""]",A,hit,double down,surrender
"[""4"", ""9""]",A,hit,hit,hit
"[""4"", ""9""]",A,hit,hit,surrender
"[""J"", ""2""]",10,hit,hit,hit
"[""J"", ""2""]",10,hit,hit,hit
"[""J"", ""2""]",10,hit,hit,hit
"[""J"", ""2""]",10,hit,hit,hit
"[""J"", ""2""]",10,hit,hit,hit
"[""J"", ""2""]",10,hit,hit,hit
"[""J"", ""2""]",10,hit,hit,hit
"[""J"", ""2""]",10,hit,hit,hit
"[""J"", ""2""]",10,hit,hit,hit
"[""J"", ""2""]",10,hit,hit,hit
"[""J"", ""2""]",10,hit,hit,hit
"[""J"", ""2""]",10,hit,hit,hit
"[""10"", ""A""]",K,stand,stand,stand
"[""10"", ""A""]",K,stand,stand,stand
"[""4"", ""6""]",6,hit,double down,double down
"[""4"", ""6""]",6,hit,double down,double down
"[""4"", ""6""]",6,hit,double down,double down
"[""A"", ""Q""]",K,stand,stand,stand
"[""A"", ""Q""]",K,stand,stand,stand
"[""A"", ""Q""]",K,stand,stand,stand
"[""A"", ""Q""]",K,stand,stand,stand
"[""A"", ""Q""]",K,stand,stand,stand
"[""A"", ""Q""]",K,stand,stand,stand
"[""A"", ""Q""]",K,stand,stand,stand
"[""A"", ""Q""]",K,stand,stand,stand
"[""J"", ""5""]",7,hit,double down,hit
"[""J"", ""5""]",7,hit,double down,hit
"[""J"", ""5""]",7,hit,double down,hit
"[""4"", ""7""]",2,hit,double down,double down
"[""4"", ""7""]",2,hit,double down,double down
"[""10"", ""A""]",7,stand,stand,stand
"[""10"", ""A""]",7,stand,stand,stand
"[""10"", ""A""]",7,stand,stand,stand
"[""10"", ""A""]",7,stand,stand,stand
"[""10"", ""A""]",7,stand,stand,stand
"[""10"", ""A""]",7,stand,stand,stand
"[""10"", ""A""]",7,stand,stand,stand
"[""10"", ""A""]",7,stand,stand,stand
"[""10"", ""A""]",7,stand,stand,stand
"[""9"", ""K""]",Q,stand,Stand,Stand
"[""9"", ""K""]",Q,stand,Stand,stand
"[""9"", ""K""]",Q,stand,Stand,Stand
"[""9"", ""K""]",Q,stand,Stand,stand
"[""9"", ""K""]",Q,stand,stand,Stand
"[""9"", ""K""]",Q,stand,stand,stand
"[""9"", ""K""]",Q,stand,stand,Stand
"[""9"", ""K""]",Q,stand,stand,stand
"[""9"", ""K""]",Q,stand,stand,Stand
"[""9"", ""K""]",Q,stand,stand,stand
"[""9"", ""K""]",Q,stand,stand,Stand
"[""9"", ""K""]",Q,stand,stand,stand
"[""9"", ""K""]",Q,stand,stand,Stand
"[""9"", ""K""]",Q,stand,stand,stand
"[""9"", ""K""]",Q,stand,stand,Stand
"[""9"", ""K""]",Q,stand,stand,stand
"[""9"", ""K""]",Q,stand,stand,Stand
"[""9"", ""K""]",Q,stand,stand,stand
"[""5"", ""5""]",7,double,split,double down
"[""5"", ""5""]",7,double,split,double down
"[""5"", ""5""]",7,double,split,double down
"[""K"", ""4""]",7,hit,hit,hit
"[""K"", ""4""]",7,hit,hit,hit
"[""K"", ""4""]",7,hit,hit,hit
"[""K"", ""4""]",7,hit,hit,hit
"[""K"", ""4""]",7,hit,hit,hit
"[""K"", ""4""]",7,hit,hit,hit
"[""K"", ""4""]",7,hit,hit,hit
"[""K"", ""4""]",7,hit,hit,hit
"[""5"", ""7""]",A,hit,double down,hit
"[""5"", ""7""]",A,hit,double down,surrender
"[""5"", ""7""]",A,hit,double down,hit
"[""5"", ""7""]",A,hit,double down,surrender
"[""5"", ""7""]",A,hit,double down,hit
"[""5"", ""7""]",A,hit,double down,surrender
"[""5"", ""7""]",A,hit,double down,hit
"[""5"", ""7""]",A,hit,double down,surrender
"[""5"", ""7""]",A,hit,double down,hit
"[""5"", ""7""]",A,hit,double down,surrender
"[""5"", ""7""]",A,hit,double down,hit
"[""5"", ""7""]",A,hit,double down,surrender
"[""5"", ""7""]",A,hit,hit,hit
"[""5"", ""7""]",A,hit,hit,surrender
"[""10"", ""4""]",7,hit,double down,hit
"[""10"", ""4""]",7,hit,double down,hit
"[""10"", ""4""]",7,hit,hit,hit
"[""10"", ""4""]",7,hit,hit,hit
"[""10"", ""4""]",7,hit,hit,hit
"[""10"", ""4""]",7,hit,hit,hit
"[""10"", ""4""]",7,hit,hit,hit
"[""10"", ""4""]",7,hit,hit,hit
"[""A"", ""5""]",Q,hit,double down,hit
"[""A"", ""5""]",Q,hit,double down,hit
"[""A"", ""5""]",Q,hit,double down,hit
"[""A"", ""5""]",Q,hit,double down,hit
"[""A"", ""5""]",Q,hit,double down,hit
"[""4"", ""A""]",10,hit,double down,hit
"[""4"", ""A""]",10,hit,double down,hit
"[""4"", ""A""]",10,hit,double down,hit
"[""4"", ""A""]",10,hit,double down,hit
"[""4"", ""A""]",10,hit,double down,hit
"[""4"", ""A""]",10,hit,double down,hit
"[""4"", ""A""]",10,hit,double down,hit
"[""4"", ""A""]",10,hit,double down,hit
"[""J"", ""8""]",5,stand,double down,stand
"[""J"", ""8""]",5,stand,double down,stand
"[""J"", ""8""]",5,stand,double down,stand
"[""J"", ""8""]",5,stand,double down,stand
"[""2"", ""8""]",K,hit,hit,hit
"[""2"", ""8""]",K,hit,hit,hit
"[""2"", ""8""]",K,hit,hit,hit
"[""2"", ""8""]",K,hit,hit,hit
"[""9"", ""3""]",10,hit,hit,hit
"[""9"", ""3""]",10,hit,hit,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,surrender
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,surrender
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,surrender
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,surrender
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,hit
"[""4"", ""Q""]",Q,hit,stand,surrender
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""6""]",6,hit,double down,double down
"[""A"", ""8""]",4,stand,double down,stand
"[""A"", ""8""]",4,stand,double down,stand
"[""A"", ""8""]",4,stand,double down,stand
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""2"", ""4""]",6,hit,double down,hit
"[""2"", ""4""]",6,hit,double down,hit
"[""2"", ""4""]",6,hit,double down,hit
"[""2"", ""4""]",6,hit,double down,hit
"[""2"", ""4""]",6,hit,double down,hit
"[""2"", ""4""]",6,hit,double down,hit
"[""2"", ""4""]",6,hit,double down,hit
"[""2"", ""4""]",6,hit,double down,hit
"[""2"", ""4""]",6,hit,double down,hit
"[""2"", ""4""]",6,hit,double down,hit
"[""2"", ""4""]",6,hit,double down,hit
"[""2"", ""4""]",6,hit,double down,hit
"[""10"", ""7""]",9,hit,stand,stand
"[""10"", ""7""]",9,hit,stand,stand
"[""10"", ""7""]",9,hit,stand,stand
"[""10"", ""7""]",9,hit,stand,stand
"[""10"", ""7""]",9,hit,stand,stand
"[""10"", ""7""]",9,hit,stand,stand
"[""10"", ""7""]",9,hit,stand,stand
"[""10"", ""7""]",9,hit,stand,stand
"[""10"", ""7""]",9,hit,stand,stand
"[""10"", ""7""]",9,hit,stand,stand
"[""10"", ""5""]",4,hit,double down,stand
"[""10"", ""5""]",4,hit,double down,stand
"[""10"", ""5""]",4,hit,double down,stand
"[""10"", ""5""]",4,hit,double down,stand
"[""10"", ""5""]",4,hit,double down,stand
"[""10"", ""5""]",4,hit,double down,stand
"[""10"", ""5""]",4,hit,double down,stand
"[""10"", ""5""]",4,hit,double down,stand
"[""10"", ""5""]",4,hit,double down,stand
"[""10"", ""5""]",4,hit,double down,stand
"[""10"", ""5""]",4,hit,double down,stand
"[""10"", ""5""]",4,hit,double down,stand
"[""8"", ""10""]",3,stand,double down,stand
"[""8"", ""10""]",3,stand,double down,stand
"[""8"", ""10""]",3,stand,double down,stand
"[""10"", ""7""]",Q,stand,stand,stand
"[""10"", ""7""]",Q,stand,stand,stand
"[""10"", ""7""]",Q,stand,stand,stand
"[""10"", ""7""]",Q,stand,stand,stand
"[""10"", ""7""]",Q,stand,stand,stand
"[""10"", ""7""]",Q,stand,stand,stand
"[""J"", ""3""]",Q,hit,hit,hit
"[""J"", ""3""]",Q,hit,hit,hit
"[""J"", ""3""]",Q,hit,hit,hit
"[""J"", ""3""]",Q,hit,hit,hit
"[""10"", ""7""]",9,stand,stand,stand
"[""10"", ""7""]",9,stand,stand,stand
"[""10"", ""7""]",9,stand,stand,stand
"[""10"", ""7""]",9,stand,stand,stand
"[""10"", ""7""]",9,stand,stand,stand
"[""10"", ""7""]",9,stand,stand,stand
"[""10"", ""7""]",9,stand,stand,stand
"[""10"", ""7""]",9,stand,stand,stand
"[""10"", ""7""]",9,stand,stand,stand
"[""10"", ""7""]",9,stand,stand,stand
"[""2"", ""7""]",5,hit,double down,double down
"[""2"", ""7""]",5,hit,double down,double down
"[""2"", ""7""]",5,hit,double down,double down
"[""2"", ""7""]",5,hit,double down,double down
"[""2"", ""7""]",5,hit,double down,double down
"[""2"", ""7""]",5,hit,double down,double down
"[""2"", ""7""]",5,hit,double down,double down
"[""2"", ""7""]",5,hit,double down,double down
"[""3"", ""J""]",9,hit,double down,hit
"[""3"", ""J""]",9,hit,double down,hit
"[""3"", ""J""]",9,hit,double down,hit
"[""3"", ""J""]",9,hit,double down,hit
"[""3"", ""J""]",9,hit,double down,hit
"[""J"", ""6""]",Q,hit,hit,surrender
"[""J"", ""6""]",Q,hit,hit,surrender
"[""9"", ""10""]",9,stand,double down,stand
"[""9"", ""10""]",9,stand,double down,stand
"[""9"", ""10""]",9,stand,double down,stand
"[""9"", ""10""]",9,stand,double down,stand
"[""A"", ""J""]",5,stand,stand,stand
"[""9"", ""J""]",Q,stand,stand,stand
"[""9"", ""J""]",Q,stand,stand,stand
"[""9"", ""J""]",Q,stand,stand,stand
"[""9"", ""J""]",Q,stand,stand,stand
"[""9"", ""J""]",Q,stand,stand,stand
"[""9"", ""J""]",Q,stand,stand,stand
"[""9"", ""J""]",Q,stand,stand,stand
"[""9"", ""J""]",Q,stand,stand,stand
"[""9"", ""4""]",8,hit,hit,hit
"[""9"", ""4""]",8,hit,hit,hit
"[""9"", ""4""]",8,hit,hit,hit
"[""9"", ""4""]",8,hit,hit,hit
"[""9"", ""4""]",8,hit,hit,hit
"[""9"", ""4""]",8,hit,hit,hit
"[""9"", ""4""]",8,hit,hit,hit
"[""9"", ""4""]",8,hit,hit,hit
"[""9"", ""4""]",8,hit,hit,hit
"[""9"", ""4""]",8,hit,hit,hit
"[""J"", ""3""]",4,hit,double down,stand
"[""J"", ""3""]",4,hit,double down,stand
"[""J"", ""3""]",4,hit,double down,stand
"[""J"", ""3""]",4,hit,double down,stand
"[""J"", ""3""]",4,hit,double down,stand
"[""J"", ""3""]",4,hit,double down,stand
"[""J"", ""3""]",4,hit,double down,stand
"[""J"", ""3""]",4,hit,double down,stand
"[""J"", ""3""]",4,hit,double down,stand
"[""J"", ""3""]",4,hit,double down,stand
"[""J"", ""8""]",J,stand,stand,stand
"[""J"", ""8""]",J,stand,stand,stand
"[""J"", ""8""]",J,stand,stand,stand
"[""J"", ""8""]",J,stand,stand,stand
"[""J"", ""8""]",J,stand,stand,stand
"[""J"", ""8""]",J,stand,stand,stand
"[""J"", ""8""]",J,stand,stand,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""J"", ""3""]",5,hit,double down,stand
"[""Q"", ""5""]",2,hit,double down,stand
"[""Q"", ""5""]",2,hit,double down,stand
"[""Q"", ""5""]",2,hit,double down,stand
"[""Q"", ""5""]",2,hit,double down,stand
"[""Q"", ""5""]",2,hit,double down,stand
"[""7"", ""J""]",Q,hit,stand,stand
"[""7"", ""J""]",Q,hit,stand,stand
"[""7"", ""J""]",Q,hit,stand,stand
"[""7"", ""J""]",Q,hit,stand,stand
"[""7"", ""J""]",Q,hit,stand,stand
"[""7"", ""J""]",Q,hit,stand,stand
"[""4"", ""A""]",6,hit,double down,double down
"[""4"", ""A""]",6,hit,double down,double down
"[""4"", ""A""]",6,hit,double down,double down
"[""5"", ""J""]",4,hit,double down,stand
"[""5"", ""J""]",4,hit,double down,stand
"[""5"", ""J""]",4,hit,double down,stand
"[""10"", ""10""]",9,split,Stand,stand
"[""10"", ""10""]",9,split,Stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""K"", ""9""]",A,surrender,stand,stand
"[""6"", ""7""]",5,hit,double down,stand
"[""6"", ""7""]",5,hit,double down,stand
"[""6"", ""7""]",5,hit,double down,stand
"[""6"", ""7""]",5,hit,double down,stand
"[""6"", ""7""]",5,hit,double down,stand
"[""3"", ""7""]",J,hit,double down,hit
"[""3"", ""7""]",J,hit,double down,hit
"[""3"", ""7""]",J,hit,double down,hit
"[""3"", ""7""]",J,hit,double down,hit
"[""3"", ""7""]",J,hit,double down,hit
"[""3"", ""7""]",J,hit,double down,hit
"[""K"", ""J""]",6,stand,stand,stand
"[""K"", ""J""]",6,stand,stand,stand
"[""K"", ""J""]",6,stand,stand,stand
"[""K"", ""J""]",6,stand,stand,stand
"[""K"", ""J""]",6,stand,stand,stand
"[""K"", ""J""]",6,stand,stand,stand
"[""K"", ""J""]",6,stand,stand,stand
"[""K"", ""J""]",6,stand,stand,stand
"[""K"", ""J""]",6,stand,stand,stand
"[""K"", ""J""]",6,stand,stand,stand
"[""3"", ""7""]",A,hit,double down,hit
"[""3"", ""7""]",A,hit,double down,hit
"[""3"", ""7""]",A,hit,double down,hit
"[""3"", ""7""]",A,hit,double down,hit
"[""3"", ""7""]",A,hit,double down,hit
"[""8"", ""6""]",3,hit,double down,stand
"[""8"", ""6""]",3,hit,double down,stand
"[""8"", ""6""]",3,hit,double down,stand
"[""8"", ""6""]",3,hit,double down,stand
"[""5"", ""4""]",3,hit,double down,double down
"[""5"", ""4""]",3,hit,double down,double down
"[""5"", ""4""]",3,hit,double down,double down
"[""5"", ""4""]",3,hit,double down,double down
"[""5"", ""4""]",3,hit,double down,double down
"[""5"", ""4""]",3,hit,double down,double down
"[""6"", ""5""]",2,hit,double down,double down
"[""6"", ""5""]",2,hit,double down,double down
"[""6"", ""5""]",2,hit,double down,double down
"[""6"", ""5""]",2,hit,double down,double down
"[""6"", ""5""]",2,hit,double down,double down
"[""6"", ""5""]",2,hit,double down,double down
"[""6"", ""5""]",2,hit,double down,double down
"[""6"", ""5""]",2,hit,double down,double down
"[""J"", ""2""]",K,hit,hit,hit
"[""J"", ""2""]",K,hit,hit,hit
"[""Q"", ""6""]",Q,hit,hit,surrender
"[""Q"", ""6""]",Q,hit,hit,surrender
"[""Q"", ""6""]",Q,hit,hit,surrender
"[""Q"", ""6""]",Q,hit,hit,surrender
"[""Q"", ""6""]",Q,hit,hit,surrender
"[""7"", ""K""]",2,hit,Stand,stand
"[""7"", ""K""]",2,hit,Stand,stand
"[""7"", ""K""]",2,hit,stand,stand
"[""7"", ""K""]",2,hit,stand,stand
"[""K"", ""10""]",4,stand,stand,stand
"[""K"", ""10""]",4,stand,stand,stand
"[""K"", ""10""]",4,stand,stand,stand
"[""K"", ""10""]",4,stand,stand,stand
"[""K"", ""10""]",4,stand,stand,stand
"[""K"", ""10""]",4,stand,stand,stand
"[""K"", ""10""]",4,stand,stand,stand
"[""K"", ""10""]",4,stand,stand,stand
"[""K"", ""10""]",4,stand,stand,stand
"[""K"", ""10""]",4,stand,stand,stand
"[""K"", ""10""]",4,stand,stand,stand
"[""K"", ""10""]",4,stand,stand,stand
"[""K"", ""8""]",10,stand,stand,stand
"[""K"", ""8""]",10,stand,stand,stand
"[""K"", ""8""]",10,stand,stand,stand
"[""K"", ""8""]",10,stand,stand,stand
"[""K"", ""8""]",10,stand,stand,stand
"[""Q"", ""5""]",J,hit,hit,surrender
"[""Q"", ""5""]",J,hit,hit,surrender
"[""Q"", ""5""]",J,hit,hit,surrender
"[""Q"", ""5""]",J,hit,hit,surrender
"[""Q"", ""5""]",J,hit,hit,surrender
"[""Q"", ""5""]",J,hit,hit,surrender
"[""4"", ""6""]",9,hit,double down,double down
"[""4"", ""6""]",9,hit,double down,double down
"[""4"", ""6""]",9,hit,double down,double down
"[""4"", ""6""]",9,hit,double down,double down
"[""4"", ""6""]",9,hit,double down,double down
"[""4"", ""6""]",9,hit,double down,double down
"[""4"", ""6""]",9,hit,double down,double down
"[""4"", ""6""]",9,hit,double down,double down
"[""10"", ""A""]",K,stand,stand,stand
"[""10"", ""A""]",K,stand,stand,stand
"[""6"", ""4""]",6,hit,double down,double down
"[""6"", ""4""]",6,hit,double down,double down
"[""6"", ""4""]",6,hit,double down,double down
"[""6"", ""4""]",6,hit,double down,double down
"[""6"", ""4""]",6,hit,double down,double down
"[""6"", ""4""]",6,hit,double down,double down
"[""10"", ""K""]",10,stand,stand,stand
"[""10"", ""K""]",10,stand,stand,stand
"[""10"", ""K""]",10,stand,stand,stand
"[""10"", ""K""]",10,stand,stand,stand
"[""10"", ""K""]",10,stand,stand,stand
"[""10"", ""K""]",10,stand,stand,stand
"[""10"", ""K""]",10,stand,stand,stand
"[""10"", ""K""]",10,stand,stand,stand
"[""10"", ""K""]",10,stand,stand,stand
"[""10"", ""K""]",10,stand,stand,stand
"[""4"", ""4""]",4,split,split,hit
"[""4"", ""4""]",4,split,split,hit
"[""4"", ""4""]",4,split,split,hit
"[""4"", ""4""]",4,split,split,hit
"[""4"", ""4""]",4,split,split,hit
"[""4"", ""4""]",4,split,split,hit
"[""4"", ""4""]",4,split,split,hit
"[""4"", ""4""]",4,split,split,hit
